index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
958,Jack Haslett,unknown,2019-01-20T09:23:28.000Z,GREAT STAY!!  I just spent the  night at Marine…,"I just spent the  night at Marine Harbor in Strenarer, Scotland and the hotel was great.  Susan, our host, was ingratiating, extremely helpful and more than accommodating.  The hotel is spotless and the rooms are  both large and well appointed.  Of you're in the area, you should stay here.  Jack Haslett",5,0,en,Bookingstar2345
959,Sergei,unknown,2019-01-14T20:10:24.000Z,bad service in Georgia,"monopolism in Georgia(country) - it's badIn Georgia only the monopoly - booking.com is availbable. I'm tired of cheating owners who try yo deceive you, deceive booking.com and cancel booking. They do that not to pay tax(VAT) and even higher commissions to booking.com(at least 18%) and it's a common practice in Batumi to cancel bookings even if client arrived. If you do not agree to cancel, cheating owners may set status of no show anyway.Namely reservation number 1470409647 Hotel ""Orbi Sea Tower Flat"" in city of Batumi The only ID is phone number +995 555 43 43 77 address: Khimshiashvili, 15 block A, 5th floor room 5-08On 1 June I arrived at apartment, contacted the host by phone, got in and paid money by cash (200 GEL). Host's assistant Hatuna offered me to cancel reservation and pay her less money (120 GEL). I rejected that offer as it's a grey scheme and I had obligation to pay 30% if I cancel reservation.On 2 June I got message of ""No show"" with questionnaire to fill. I suppose that the host posted this status to not to pay commission to booking.com (*)  I immediately contacted support and posted photos from inside apartment, photos are attached to this mail, I've also recorded video when the host herself came on 5th June to take back the keys from apartment.On 4 June I got an email from booking.com (Artur) stating that case is closed.But it's not. Until now status of this booking is still ""No show"".The latest message I got from booking.com was stating that once status ""no show"" is set it cannot be revoked.That's not correct. I remember how several years ago I got in similar situation in Russia when a host set status ""no show"", but on the next day after status was changed to correct one with help of booking.com support.But not this time. booking.com' support for country Georgia is not answering my mails.There is no phone support in small country of Georgia. You have to make international call to Russia. It requires 14 minutes to even pick up a call in booking.com!",2,0,en,Bookingstar2345
960,Debbie Hayes,unknown,2019-01-13T09:10:17.000Z,Great Company,Excellent service easy to use site very professional. I have used Booking.com a few times times and this will be the only company I use in future.,5,0,en,Bookingstar2345
961,Joe,unknown,2019-01-11T18:10:57.000Z,Misrepresents the properties its rent and does not give a damn,"Misrepresents the properties its rents and behaves towards customers like a second hand car dealer.We rented an apartment in New York during the XMas break for a four day stay with my wife and two of our children.  The apartment was represented as being ""in the heart of the Upper East Side"" on E86th street (where we needed to be as we were visiting relatives on E87th).  But it was actually on the noisy side of Lennox Hill.  E70th and 1st. Definitely not the same neighborhood. And a long distance to our friends with significant taxi costs. I realized after reading the client reviews that the owner was known for playing that trick, luring clients with properties allegedly located in prestigious neighborhoods for which they payed significant prices (1'600US$ for 4 nights), and sending them to very average locations.I filed a complaint, insisting that I was not demanding any compensation but, being a very frequent user of Booking.com, I wanted assurances that this wuld not happen again. I also expected that they would force the owner to change his description.The description is still up there on the web.  ""Nice apartment in the heart of the Upper East Side"". Other clients will be tricked.  Booking.com does not care about objective, transparent, reliable information.  It wants to sell and will publish misleading property descriptions and will maintain it even when clients complain.Booking.com did write back, offering a 25$ handout in compensation, which I rejected.I do recommend that you try and book through other sites when you can.  Not always easy as they do have a very dominant position.",3,0,en,Bookingstar2345
962,Cherie Sim,unknown,2019-01-11T13:05:33.000Z,Booked my trip to Blackpool and…,Booked my trip to Blackpool and Prestatyn... best prices and availability the app is great too for keeping up to date on your bookings fantastic!!,5,0,en,Bookingstar2345
963,Nino Kukhalashvili,unknown,2019-01-08T21:00:25.000Z,I booked hotel booking.com,I booked hotel booking.com. Hotel price was nightly $25  cheaper the other online booking websites.,4,0,en,Bookingstar2345
964,Gary Deacon,unknown,2019-01-07T21:01:19.000Z,victoria luxury apartment,"6 of us stayed at victoria luxury apartment in Pimlico.  It was fantastic very clean ,great area . Max was brilliant . Highly recommended.  I don't usually write reviews but had such a great time I thought I would.I will be definitely book again.",5,0,en,Bookingstar2345
965,Hila,unknown,2019-01-06T09:57:03.000Z,Booking.com seems to eliminate less-than-complimentary reviews,"We used Booking.com for all our reservations on our recent trip. We gave three of the places excellent reviews which were published instantly. The Fourth accommodation received a poor review (due to a blatant refusal to waive a cancellation fee) and the review is still ""being processed"" a week later. It looks like Booking.com picks and chooses which reviews to publish, which makes the overall score given to accommodations rather suspect and misleading.An update: Apparently the review wasn't published because it does not follow booking.com guidelines which state that only guests who stayed at the property can review the property. This means that if you've been charged without staying at the property, you are unable to criticise the inflexible cancellation policy you've encountered,",2,0,en,Bookingstar2345
966,Keri Smith,unknown,2019-01-05T19:20:39.000Z,Not terrible but not great,The staff are better than Airbnb. But the website is very hard to use if you are a host.,3,0,en,Bookingstar2345
967,Ozcan Ozdemir,unknown,2019-01-04T17:12:17.000Z,I've been using this company for my…,I've been using this company for my vacation last year. Recently only I had some problems with customer service whilst trying to change a reservation date for a trip to Turkey ( the customer care man got frustrated and hang the phone middle way through the conversation. Very rude.),3,0,en,Bookingstar2345
968,charlie mcfadden,unknown,2019-01-03T11:37:57.000Z,Do not take any responsibility,Do not take any responsibility. I have had problems with hotels booked through the Bookings website taking incorrect payments and when I contacted Bookings.com I was told that despite making payment though there website I would have to contact the hotel direct myself to try and rectify the situation.,2,0,en,Bookingstar2345
969,Liz Jones,unknown,2019-01-03T06:23:23.000Z,"Goodbye, Booking.com","I had used Booking.com for nearly 10.years, with well over 100 bookings made with no problems. However, in the past year I have had nothing but problems with Booking.com, and will probably not use them again. Such a pity, as it was a very handy site.1. Incorrect credit card details.loaded leading to cancelled bookings: for some reason, the past 4 bookings made have defaulted to a long-cancelled credit card in their system ( I had selected my correct card), leading to me having to go in and correct it later, and a cancellation of one booking that could have been incredibly difficult if not for the flexibility of the hotel staff. 2. Incorrect guest details. Booking.com has somehow managed to variously send the incorrect email, passport details, nationality, credit card information for my bookings  to hotels, leading to a great deal of confusion at checkin. This is a real.breach of privacy for the people whose details were mixed up with my booking,  as well as extremely unprofessional and  inconvenient on the part of Booking.com.3. Defaulting from single person to 2-adult booking: this is particularly annoying in countries where pricing is per head.rather than per.room. Some smaller hotels got quite angry when I turned up alone, so in the end I had to resort to emailing the hotels AFTER making the booking, to.ensure they knew this.was actually one adult booking, as Booking.com consistently defaulted my booking to '2 adults.It is a pity that the quality of this site has deteriorated so much. It was a great place to book accommodation, but not anymore.",2,1,en,Bookingstar2345
970,Yuliya Kliauchenia,unknown,2019-01-03T06:08:49.000Z,I've been using this company for my…,"I've been using this company for my holidays for many years. Recently only I had some problems with customer service whilst trying to change a reservation date for a trip to Thailand (Thailand customer care number), the customer care woman got frustrated and hang the phone middle way through the conversation. Very rude.Also booking.com prices are not competitive any more, specially with hotel chains, you can get better prices on the hotel website and also points and lots of perks (late checkout, 10% discount dinning, free welcome drinks, fruit baskets, etc). Even for smaller hotels you can coordinate with them a better tariff over email.",2,0,en,Bookingstar2345
971,Malik Samuels,unknown,2019-01-01T15:20:45.000Z,To a wonderful host Brittany,"Yes Brittany accommodated our stay for all of my guest. We had a wonderstay. The employees were very professional and helpful. I will recommend ""Bikini Cafe"" to anyone. Thank you guys so much",5,0,en,Bookingstar2345
972,Emil Pintilie,unknown,2019-01-01T11:28:36.000Z,100% Perfect,"Using it for more than 20 complex road trips all around Europe without a glitch. Easy to use, discounts for loyal members, nothing to complain about.1 star rating on trustpilot ? This must be a joke !",5,0,en,Bookingstar2345
973,Orla,unknown,2018-12-29T21:07:37.000Z,Been using Booking.com for over 6 years…,Been using Booking.com for over 6 years for multiple trips and always find it brilliant. You get rewarded for using it through discounts and you can select exactly what you want in an accommodation which I love,5,0,en,Bookingstar2345
974,Isaac Stratham,unknown,2018-12-29T17:25:31.000Z,We did not receive the twin room we had…,We did not receive the twin room we had booked and were given a double. The room given was noisy with air conditioning causing vibrations and noise in the room. IThe concierge told us they reserve the older rooms for bookings coming in through booking.com or other indirect booking companies.,2,0,en,Bookingstar2345
975,Fiona Pratt,unknown,2018-12-29T09:58:55.000Z,Booking.com is good,Booking.com is good. Used it to book a hotel in Bangkok had to cancel a few times until I found the best hotel. I was not charged any cancellation fees. You have to be careful before booking.,5,0,en,Bookingstar2345
976,Simone,unknown,2018-12-27T20:42:28.000Z,Booking la sicurezza di una vacanza tranquilla. Booking the security of a peaceful holiday.,"Rapido, preciso, sicuro, affidabile è il modo migliore per assicurarsi una prenotazione dal polo nord al polo sud. Ne ho provati altri ma booking è sempre stato superiore e conveniente.Che cosa c'è di meglio che  trovare quello che cerchi valutando una selezione di offerte che soddisfino le tue esigenze.Quick, accurate, safe, reliable is the best way to secure a reservation from the north pole to the south pole. I tried others but booking was always been superior and convenient. What's better than finding what you're looking for by evaluating a selection of offers that meet your needs.",5,0,en,Bookingstar2345
977,Laurentiu Ned,unknown,2018-12-27T14:00:36.000Z,Good,Updated after they were fairly quick to solve the issue - should be more careful which hotels they partner with,4,1,en,Bookingstar2345
978,Nicola O'Sullivan,unknown,2018-12-26T12:02:05.000Z,we've used Booking.com,"we've used Booking.com. on several occasions. Most recently on a trip to Germany we booked an apartment, however this was cancelled by the owners. Booking.com offered 3 other apartments 2 of them cost more but they would refund the difference. So we chose the one that was closest to where we wanted to be which was more expensive, Booking.com did eventually refund us it was a little bit of work of toing and froing of phone calls but they did refund the difference back on our card. I would use them again. The refund process on the difference could be easier that is why I have knocked 1 star off but other than that all past experiences have been good.",4,0,en,Bookingstar2345
979,Chelle Hamilton,unknown,2018-12-20T12:00:26.000Z,I've used Booking.com a lot over the…,"I've used Booking.com a lot over the past five years or so and always had a good experience with them. I've booked various hotels in Northern Ireland and Southern Ireland, never had a problem even if for some reason I needed to cancel. i will definitely use them again.",5,0,en,Bookingstar2345
980,Gary B,unknown,2018-12-18T11:01:01.000Z,Not the customer service you think you are paying for....,We have been travelling for a few weeks and what we have found is that booking.com will wash their hands of any problems. Best thing is to book just before you are planning on staying. not always the cheapest but you get to see reviews that are up to date. We have a booking made 5 months in advance to get the best deal and it was a rating of 8.5 and the last 4 months the reviews are all under 5 with things like - shouldnt be allowed to operate until xyz has happened.... Thanks booking for having shocking accommodation on your site and then taking no responsibility when things are not as they are advertised... Such a shame.,2,3,en,Bookingstar2345
981,Sergii Varga,unknown,2018-12-17T17:42:49.000Z,some manipulations with your mind),"Please. If the propriety is ""just"" booked 2 hours ago by someone else, why do you show them to us? Why is this ""occupancy meter""? Why all of this ""hurry up, someone is looking and it is a LAST ONE!!!!""Come on, this is a bit too much guys. Don't be THIS MUCH a pushy seller )))Nevertheless, love the service and the confidence and empowerment it brings to us customers ! This is why I bother to criticize  it - just to make it even better",4,0,en,Bookingstar2345
982,Robert schaeffer,unknown,2018-12-17T04:43:19.000Z,I have used them numerous times,"I have used them numerous times, without any problem.  I am surprised to see so many bad reviews.",5,0,en,Bookingstar2345
983,Ryan Savage,unknown,2018-12-16T23:27:54.000Z,A few recent disappointments,"Sorry to have to leave a bad review when I've been using booking.com for years without any problems but this year I've used them in Tirana, Riga and Tel Aviv and every single room hasn't been anywhere near how they were described on the website.If a room has a shared bathroom then I'd expect that to be advertised so that I can choose whether to book it or not. Not an issue when away with fellow male friends on football trips but not something I'd willingly expose my partner to. Also,my booking in Riga said that the key collection for our apartment was a couple of hundred yards away when in actual fact it was the best part of 2 miles. Disappointing.",2,0,en,Bookingstar2345
984,adrian ferranti,unknown,2018-12-13T13:04:09.000Z,Everything ok except,"Everything ok, just stop telling us who,10mins ago just booked this property, as if it will make us book immediately, it makes me go onto Trip Advisor site instead",3,0,en,Bookingstar2345
985,Cody Schauerte,unknown,2018-12-13T01:44:55.000Z,One way to save money in on booking is…,"One way to save money in on booking is to link it through ""ebates.com"" website and you get 2-4% back in cash on your confirmed booking . If you use the link I provide you get a 10$ welcome bonus and I get also a bonus .ebates. com/r/THREEO127",5,0,en,Bookingstar2345
986,Jennie Smith,unknown,2018-12-10T08:02:56.000Z,Easy and fast!,The entire platform is extremely easy to use and there are many different categories you can choose from in order to see which accommodation suits you the best! A+ for the support team,5,0,en,Bookingstar2345
987,Birdal,unknown,2018-12-09T12:23:55.000Z,More and more worse...,"Unfortunately, you must very careful during the booking process, and WHAT you book!!!booking.com lists not all hotels with the correct names which you can find in Google map.The booking process is quickly and easy.",2,0,en,Bookingstar2345
988,GT93 ,unknown,2018-12-07T12:17:58.000Z,Brilliant service,"Can't say a bad word about them really. After booking an apartment with Booking.com almost a year in advance, the company sent nobody to meet and greet us as promised therefore we had no key and no access to the property.The company wouldn't answer their phone, so Booking.com tried 3 other numbers they had on file for the company, when they went unanswered Booking.com arranged us alternative accommodation. All within 30 minutes of us calling them initially.",5,0,en,Bookingstar2345
989,Ken Bäcklund,unknown,2018-12-06T16:28:46.000Z,"Booking.com have been great, clearly better than the rating on TrustPilot.","I'm surprised with seeing booking.com having such low rating, I used their website for many years and it have never disappointed. I love that they have a much more extensive filtering option, while still lacking some options, provide more flexibility and easier search criterias than some of the other sites I also used. It's no surprise that the most vocal people are the ones disappointed, and as such, ratings will always be skewed towards the negative spectrum. This includes me. In trying to improve on that, I hope people would also post their positive experiences, and not just their bad ones.",5,0,en,Bookingstar2345
990,jenny law,unknown,2018-12-06T08:45:25.000Z,I found cheaper prices on the hotel's websites.,"Which was totally bizarre, because booking is supposed to be the cheapest, right? Well, not the case at all. Plus, rooms were ""sold out"" on booking but more than available on the hotel's website!",2,0,en,Bookingstar2345
991,JLD,unknown,2018-11-28T12:14:43.000Z,Excellent customer service,"I stupidly booked a hotel for the wrong dates which was a non-refundable booking. It was around £250 so not pocket change. I called booking.com and spoke to someone, asking to either swap the dates to the correct one or cancel the booking (can't remember his name). He called the hotel whilst I was on hold and told me that the owner was out and would call back. He said he would call me back if he heard back from the hotel. He called me back about 2 hours later confirming the hotel could not swap the dates as they were fully booked however they cancelled the booking free of charge. The booking.com agent was very helpful and efficient, I was not expecting a refund so he went above and beyond.",5,0,en,Bookingstar2345
992,Jacqueline Watson ,unknown,2018-11-27T12:56:17.000Z,I recently stayed in York,"I recently stayed in York, booked through booking.com.The b&b (diamond villas york) was rated 3* but in my opinion was more like a 1*.For £277.74 we were placed on the 3rd floor, no ensuite, shared toilet (No hand wash faciliteis) and shower room (tiny). Nowhere to hang/store clothes, tv didn't work, door to toilet kept me awake when others went in. Also we were room only for this money.",4,0,en,Bookingstar2345
993,Anna,unknown,2018-11-26T19:22:49.000Z,Okay,Everything Okay,3,0,en,Bookingstar2345
994,Amelia ,unknown,2018-11-26T18:22:12.000Z,Satisfactory Service!,"I am a genius member of booking.com and so far, I am satisfied with their customer service and they're quite helpful when I call them to contact the accommodations I booked with them. Thence, I like them because I always have a discount of 10% and at the same time they help me when I ask I want an early check in and late check out.",5,0,en,Bookingstar2345
995,Wanrawins,unknown,2018-11-26T04:50:55.000Z,"Sunder Palace Guest House, Jaipur India","I have been stayed Sunder Palace Guest House in Jaipur, India  with my friends. The room is clean and nice interior design of each room. Moreover, hotel staff have a great service mind. Their service is very good. If you would like to visit Jaipur, please chose this hotel for your vacation. I ensure that you will impressed with hotel same as me and my friends.",5,0,en,Bookingstar2345
996,Mandy Collins,unknown,2018-11-19T16:18:34.000Z,my love with booking.com is long and…,"my love with booking.com is long and mutual. i use this service to find the accommodation when i travel due to my job and my company is paying the hotel. i've never had any problems using this site, however, when i enjoy traveling by myself i book private apartments with other service.",5,0,en,Bookingstar2345
997,angela,unknown,2018-11-15T07:27:39.000Z,Great customer service . Thank you,I had booked a room at a hotel in Dahab. Egypt for 2 nights . On arrival they claimed to have no details of the booking and after waiting an hour they finally checked us in and showed us to a terrible room that even had a resident cat in it! We decided immediately not to stay there and told them why. The staff  told us we still had to pay for the first night which we accepted reluctantly because we just wanted to leave as quickly as possible. I booked a really nice hotel and went on to have a very enjoyable stay .On arriving home  I contacted booking.com and have to say the customer service team were awesome. They even refunded the cost of the room plus a little extra as a goodwill gesture and the money was in my bank in less than 48 hours of me accepting their offer. Very impressive.,5,0,en,Bookingstar2345
998,Stew Scott,unknown,2018-11-15T01:23:28.000Z,I have got to give them 5 stars due to…,"I have got to give them 5 stars due to the fact that I have had to recently cancel a short break in January to Murcia due to my house move being postponed from December 2018 to the middle of January 2019 when I was supposed to travel. Booking.com were superb & even phoned me (albeit while I was still in my pit) to say the owner of the accommodation I was supposed to be residing with was having trouble processing a refund that I paid. However, all sorted via the info given from booking.com, refund in bank & no issues whatsoever. Would use again no probs & thanks!!!",5,0,en,Bookingstar2345
999,Rob Snow,unknown,2018-11-14T09:52:40.000Z,Everything was as planned and booked,Everything was as planned and booked. Very easy and satisfying experience.,4,0,en,Bookingstar2345
1000,Michael,unknown,2018-11-13T05:14:00.000Z,Very poor customer service and NO REFUND,"Edit: I finally received a refund. I helpful person, 3 not helpful.I have used Booking.com many times. When trips work out ok, there isn't a problem. However, when there are issues, their customer service is extremely poor. I went on a trip to France in July and had several bookings. Unfortunately one of them was awful. I was offered a tiny bed in a tiny room with no windows. There was very little floor space so I declined to stay. In fact when I returned the key the family were smoking in the hotel too. I booked somewhere else with Booking.com then applied for a refund and sent them a photo of the room. Whilst I received an email saying that I would be refunded, I never have been. The first email was forgotten. I applied again after my holiday and it was as if I had never applied in the first place. I then got an email to say that the owner had agreed a full refund and Booking.com would send it on to me and get the money back from the owner, unless I wanted to claim it from the owner myself (why would l I when I paid Booking.com).It is now November and still no refund. I wrote again and got an email stating I would have to claim directly from the owner, even though I had forwarded the email from them stating that they would pay me. If I was going to deal with the owner directly, I would have booked with them in the first place! The owner doesn't speak English and I speak only tourist French. I haven't used Booking.com since and don't intend to. I have booked a Christmas break through someone else. I will resort to legal action to get my refund. Beware people! You have been warned about Booking.com",2,1,en,Bookingstar2345
1001,SALLY ,unknown,2018-11-11T09:29:57.000Z,I have used booking.com for many years…,I have used booking.com for many years both for UK and worldwide and have never encountered and problems or been disappointed with my choice of hotel.,5,0,en,Bookingstar2345
1002,Fred,unknown,2018-11-09T13:54:18.000Z,Great service,"I very quickly found an apartment in Lisbon when I went on a business trip. The support service was very friendly and competent. By the way, there are no problems with booking and payment either. Great service. Highly recommend.",5,0,en,Bookingstar2345
1003,chris evans,unknown,2018-11-09T13:07:31.000Z,Love this company have saved loads over…,Love this company have saved loads over the years and always get back to me straight away.,5,0,en,Bookingstar2345
1004,mujgan zengin kuruştak,unknown,2018-11-09T11:44:08.000Z,very wellllllll,"very well,so far ı have never had poblemthere is customer  service and perfectI visited Europe and Asia with my son and I always felt that they were with methanks",5,0,en,Bookingstar2345
1005,Catherine,unknown,2018-11-08T18:27:29.000Z,"Great, easy to use service.","Have used booking.com for 6 months of travels - it has been great for booking last minute deals, getting great genius offers, and generally having a really good range of affordable properties. When we did have an issue with a property they resolved it really quickly, we were really impressed!  Thanks for the great service :)",5,1,en,Bookingstar2345
1006,Liz Bell,unknown,2018-11-08T01:44:45.000Z,"Good, until something goes wrong...","Used to love Booking.com, I used them for all my holiday bookings several times a year. Then my account was hacked and a hotel booked and immediately cancelled with a £350 cancellation fee. They did absolutely NOTHING to help me. They said I would receive an email asking for more information within 48 hours - nothing came. Luckily my bank refunded me immediately because it was such an obvious case of fraud. What have Booking.com now done? Suspended my Genius membership. Avoid if you can match prices elsewhere....",2,0,en,Bookingstar2345
1007,Louise M.,unknown,2018-11-07T11:25:55.000Z,I've used this company several times to…,I've used this company several times to book flats in Greece while on vacation with my family. Very pleased with the service and the apartments. Easy to book. Images and description correspond with the actual flat.,5,0,en,Bookingstar2345
1008,Vee,unknown,2018-11-05T21:47:25.000Z,Excellent service so far on my first…,Excellent service so far on my first time booking with booking.com. Time will tell once I have been to the hotel in 2019!,5,0,en,Bookingstar2345
1009,Wael Alshami,unknown,2018-11-05T12:35:17.000Z,The hotel is very nice and elegant and…,"The Trendsutis -Antalya konyaalti hotel is very nice and elegant and has a very special location suitable for individuals and families, you feel at home, My name is Wael alshami from Sweden, nice staff and help you with everything you need so hire a car and breakfast is delicious and healthy, most especially thank the very nice hotel manager 100% satisfied",5,0,en,Bookingstar2345
1010,Mir ,unknown,2018-11-02T21:35:59.000Z,I used Booking.com many times and I…,"I used Booking.com many times and I never had a problem. I see other reviews claim the site is fake, well I presume its just a bunch of people who never read cancellation policies and then later complain but it is essentially their fault for being lazy and not actually read the policies before finalizing their reservation. I think the website is great and it gives you a great overview of a variety of properties in the area you're interested in. Beware, they offer different types of accomodation, so you have to use filters on the left side to actually filter out the types you dont need. All in all, they offer price matching and I had a very positive experience with their customer service and got my price matched in one phone call. Also, customer representative was very friendly and helpful.",5,0,en,Bookingstar2345
1011,Anthony,unknown,2018-10-29T20:04:39.000Z,Wonderful customer service from Booking.com,"I would like to commend the customer service dept. of Booking.com for their speedy help in resolving a problem I had.We booked a room with Booking.com  in a B&B in Katvyk, Holland for 4 nights.   The town was booked solid for a special weekend.   First impressions were of an   OK room except for the smallest bathroom we have ever seen, but later neither of us got any sleep as the mattress was very soft and totally clapped out.   We knew we could not survive another 3 nights on that bed, and when  we arose in the morning at 6am, I went online to see if there was last minute availability anywhere, and found Booking.com had a room in a nearby  hotel for 3 nights, which I booked and paid for immediately.   We explained to the owner of the B&B why we were quitting  early.I emailed Booking.com explaining the situation, and to my surprise received a very sympathetic response an hour later- and this was a Sunday morning!   They asked for some more info., to which I replied immediately, and later the same day a second email came from them saying they would be contacting the owner of the B&B  for his response.3 days later another email told me that Booking.com would be sending me 75 euros refund  from their own account, and that the owner of the B&B would be sending me his refund for 2 of the 3 nights that I had cancelled.   Both payments were refunded separately  to my credit card 24 hours later!Well done Booking.com for this amazingly speedy and positive  customer  service.",5,0,en,Bookingstar2345
1012,Oluf,unknown,2018-10-29T16:41:42.000Z,fast way to book a place to live in and…,"fast way to book a place to live in and the support is also really helpful (I needed to change some details, hehe), love them.Anyway, sometimes I find the website really hard to navigate.",4,0,en,Bookingstar2345
1013,Shelley Parrott,unknown,2018-10-29T16:30:20.000Z,Excellent customer service,"I made a mistake on a booking, called booking.com who made the change for me, despite the fact I had terrible signal and could barely explain what I needed. They called me back and sent me email confirmation of the change. Most other customer services would have just hung up! Thank you!",5,0,en,Bookingstar2345
1014,Terry Duggan,unknown,2018-10-29T14:32:10.000Z,KONNOS BAY HOTEL APARTMENTS,"KONNOS BAY HOTEL APARTMENTSAnother Perfect Holiday!Review of Konnos Bay Hotel ApartmentsReviewed 2 days agoAs for every year since 1995 we stayed at Konnos Bay Hotel Apartments for three weeks in September 2018. Our holidaywas as good as it always is and the familiarity only makes the experience sweeter. Having explored Cyprus extensively over 24 years we know the island well, and our main reason for staying at Konnos Bay Hotel Apartments is that of relaxing in a perfect (for us) environment. We always have the same apartment overlooking the beautiful bay. and we swim in the crystal clear waters twice a day (morning and afternoon) for at least an hour or more on each occasion. For those who want a more active time, Mike's Water Sports offers a complete range of activities, with safety as the prine consideration.We have made many Cypriot friends over the years, amonst them the manager Adamandini ably supported by Tsonga. The care and attention and support from Adamandini is second to none, and she will solve any problem which may arise, again ably supported by Tsonga. It is not just us who gets this support, although we are made to feel special, Adamandini makes every guest feel special. There were small improvements this year, with new beds and mattresses, but the same feeling of contentment made the holiday as special as it always is. Perhaps what makes Konnos Bay special for us is the wonderful view of the bay, and, even the walk down from our apartment to the beach in the rural settings. We spend a lot of time just relaxing on our balcony, reading lots of books, swimming in the crystal clear warm sea. The rooms have a kettle, a toaster and a microwave (the microwave is a welcome recent addition. We usually have breakfast in our apartment and generally eat out every evening. This year we discovered a new restaurant in Protars (Island Affair) and it has become our favourate (I have posted a seperate review of this restaurant). I should say that Pirillis restaurant at Konnos Bay has greaty inoroved, and can also be recommended.We always have a car, which generally we use only for going oput in the evenings and shopping at the quite large Lidl store for basics such as milk, water, etc but they do have an excellent selection of wine, spirits, etc. We rent our car from Windmills Car Rental in Protaras, and I have previously posted a review on that service, which is excellent value and totally reliable. Having said that, for those who do not want a car, there is an excellent bus service right outside Konnos Bay Hotel Apartment, and very cheap,I would strongly recommend Konnos Bay Hotel Apartmens for a totally relaxing holiday, more so, but different, from staying in a five star hotel! Will we be returning to Konnos Bay in 2019? Well I will be 84 and my wife 79, so,""God willing, we will!Show lessRoom Tip: Choose a view with sea view,•	Stayed: September 2018, travelled as a coupleo	Roomso	Cleanlinesso	ServiceAsk ProfTerry about Konnos Bay Hotel Apartments",5,0,en,Bookingstar2345
1015,Mia Cookie,unknown,2018-10-29T07:54:57.000Z,Some nice experience,I have some good practice with the website. It is easy to find the place to stay for a night and the information is stated clearly.I loved the support as the problem I had was solved quickly and easy.Good luck!,4,0,en,Bookingstar2345
1016,Ross Dedman,unknown,2018-10-27T14:40:16.000Z,I booked the wrong Friday by mistake…,"I booked the wrong Friday by mistake (booked Oct 26 instead of Nov 2. tried correcting it within 30 seconds but to no avail. Have been in touch with the hotel and booking .com, who said they were in touch with the hotel. The hotel did nothing to help. I am thinking of writing Hotel advisor to complain about my experience. So UI got saddled for $185 for a room I didnt' use and now have to pay and additional $300+ for the room on the right weekend.",2,0,en,Bookingstar2345
1017,Peter,unknown,2018-10-26T10:19:29.000Z,I have been using this company for…,"I have been using this company for years and I am now a ""genuis"" customer and get special rate and discounts and some freebies. They are easy to deal with and have always been helpful when i have had a problem with a booking.Only last week I cancelled a reservation too late and got charged for the room 250 Euros,I asked if there was anything they could do. I was only just outwith the cancellation and it was due to illness.Bottom line the Hotel credited the charge.Thanks Booking.comreservation 1684641995",5,0,en,Bookingstar2345
1018,Gary Barber,unknown,2018-10-24T07:48:10.000Z,Booked many times and no problem refunded no problem,"Booked many times and no problem, however we booked a week in the sogno di mare in Miami and left after the first day, Booking .com reacted and listened to our side and paid us back our money even though the hotel denies our complaints, my understanding is that they will pursue the accommodation for the money.   Could not ask for better , would recomend every time",5,0,en,Bookingstar2345
1019,Sorana Oana Sorana,unknown,2018-10-24T07:11:26.000Z,No problem so far!,No problem so far!,5,0,en,Bookingstar2345
1020,Katy Oshea,unknown,2018-10-23T15:02:00.000Z,Hidden info about paying your full booking upfront,I booked Radisson Park Inn Amsterdam for 3 x rooms for 3 x groups and upon checking out was given the option to pay the full amount on credit card (a month prior to arrival and therefore incur fees) or wait and pay on arrival - which makes more sense as 3 groups could then pay separately on arrival. I chose the pay later option.2 weeks prior to arrival I receive an AMEX fraud alert advising that a hotel in Amsterdam was attempting to make charges to my card and to reply if this was me or not ... great security by AMEX!So they had already charged about EUR 800 to my card and the remainder was blocked so I then received emails from Booking.com telling me my credit card has been declined and I have 24 hrs to update my booking with new details or lose it. I called up the hotel and the extremely rude person there told me that non-cancellation bookings get charged before arrival with no option to pay upon arrival. I asked her why this is provided to the customer as an option on booking.com and she told me it wasn't her problem and to go to booking.I phoned booking.com who told me this is always the case... strange that its not written anywhere (apparently its hidden on there somewhere if you hover over an icon near room rates section but definitely not clearly stated anywhere) and if you are not allowed to pay upon arrival why provide people with this option when confirming their non-cancellation booking?,2,0,en,Bookingstar2345
1021,Sarah Lavin,unknown,2018-10-21T17:29:33.000Z,Very convenient and good for comparing…,Very convenient and good for comparing prices. Always booking via this company and saving money,5,0,en,Bookingstar2345
1022,Rosalie McGough,unknown,2018-10-21T09:34:36.000Z,Until now I have used Booking.com…,"Until now I have used Booking.com without any problem. However, over a month ago two charges were made to my card totalling £512. Luckily my bank blocked the second transaction but the first went through. I have not booked a hotel so do not have a confirmation number, pin, hotel name, checkin, check out dates. Without these the company are totally unable to track fraud in their system. They appear to have no way of finding how this payment was made, by whom through their so called very secure site?!! Their customer service has been exceedingly poor and clearly they don't have a clue what to do in this situation. They have never apologised for the stress caused. They only communicate when I contact them, they have made no effort to contact me. I will not be using their site again and will not recommend them to anyone.",3,0,en,Bookingstar2345
