index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
1430,Steve Dakers,unknown,2021-12-14T13:36:29.000Z,Poor customer service,"Poor customer service provided that did not resolve any of my problems, and they did not take any responsibility themselves.  Numerous customer service advisers either repeating themselves, or not understanding the issues, resulting in me having to constantly repeat myself or chase them for an answer.",1,0,en,Bookingstar1
1431,Kim Richardson,unknown,2021-12-14T09:36:20.000Z,Booked taxis from Prague airport to…,Booked taxis from Prague airport to hotel and then return and they never turned up please be careful terrible customer service couldn’t get help from anyone,1,0,en,Bookingstar1
1432,VD,unknown,2021-12-14T02:10:29.000Z,Absolutely useless,"Absolutely useless. Never helpful, biggest waste of time. Will be calling hotels from now on and not using their website. Terrible customer service. Avoid.",1,0,en,Bookingstar1
1433,MISS PIENAAR,unknown,2021-12-13T22:26:52.000Z,I would give less stars if I could,"I would give less stars if I could. I booked an all inclusive with guarantees of no fees if I cancel a few weeks before next year. Due to the new variant and yet more uncertainty, I cancelled. They want to still charge me whilst keeping my £500 deposit. Their customer service is awful, have not heard back. So now I have to take it up with my credit card company. And will do my best to advise others not to trust them.",1,0,en,Bookingstar1
1434,Laura,unknown,2021-12-13T19:58:51.000Z,Never ever ever book through these guys! youll regret it.,"I am still dealing with customer service and i work in customer service myself but im disguisted. They sold me a room that didnt exist the first time and the hotel called me two hours later to let me know and told me i have to deal with booking.com Since speaking to booking.com it makes me feel sick to think of them. They offered to transfer my payment vs a refund to a new more expensive hotel promising to cover cost and promising my payment would be transfered over @ most i may have to pay a tax and he assured me they would refund... I should have know better. we got there the hotel had no transfer of what i had paid through booking.com i had to call booking .com got hung up on atleast 20 different times and they would call back and say nothing I was told i could get a refund yesterday within 24 hours vs the 7-12 day wait, went to follow up on that & it turns out another employee lied to me. I literally do not understand the lack of communication and knowledge with this place at this point i want a refund for the whole thing as i was late by 2 hours to my dinner plans & had to sit in my car on hold with them for a little over half an hour and decide to just go pay for it all over again they are now trying not to even pay the difference of the more expensive hotel they "" found for me """,1,2,en,Bookingstar1
1435,Mrs,unknown,2021-12-13T17:43:49.000Z,Lost my holiday due to Booking.com error!! Stay away.,"What a disaster, never ever again will I book with these cowboys. Rude staff, unhelpful. So my issue was I made a reservation, told the funds would be taken out on the 14th December. I then received an email to say they would come out on the 13th , the same day as the email! I phoned and spent an hour and a half on the phone to say there was nothing they could do. They admitted it was their fault the money should be leaving my account the following day but nothing they could. do.Finally, the outcome of the lengthy telephone calls was have the funds by 11pm tonight or loose your booking. I don’t get paid until the following day. End result lost my booking.FURIOUS CUSTOMER.",1,1,en,Bookingstar1
1436,Mussa Javdan,unknown,2021-12-12T16:41:25.000Z,Last   time booking was a disaster,Last   time booking was a disaster . I am a long time customer  After a booking  the Hotel could not find my booking at all .  So there I stood 23.00   with nothing . Kundenservices  F...u ...c...k...s,1,1,en,Bookingstar1
1437,Yashar,unknown,2021-12-12T01:42:42.000Z,I made a hotel reservation for Drowne…,"I made a hotel reservation for Drowne Plaza apartments hotel in Dubai on booking.com. The free cancellation policy was on Dec. 7th. I canceled the reservation on 7th at noon and the system showed I will be charged $145. I called booking.com and they ensured me they will address this problem. I followed it up for 4 days and finally after spending more than 7 hours on the phone, booking.com said they cannot do anything about it and my account was charged $190. Save yourself a headache and find a better booking website. This website is fraudulent and is ripping people off.",1,1,en,Bookingstar1
1438,Dadi Ma,unknown,2021-12-11T23:04:02.000Z,Worst customer service ever!,Worst customer service ever! When things go wrong don’t be surprised if your left out to dry! I won’t ever be using booking.com ever again! Their agents just laugh I. Your face and hang up on you disgusting and if you ask for a supervisor your dreaming! Pathetic!,1,0,en,Bookingstar1
1439,Angela Mason,unknown,2021-12-11T22:31:26.000Z,Would give zero stars if I could,"Would give zero stars if I could. They used to be quite good but are now uncontactable and unaccountable. I did a free cancellation for a hotel at Gatwick then realised it was cheaper through the hotel’s own website and cancelled the booking with booking.com. However, the free cancellation option had literally disappeared and I was charged twice. AVOID LIKE THE PLAGUE as customer service does not explain or help. No doubt they will answer this review with some ridiculous excuse, but will then be unavailable again for contacting.",1,2,en,Bookingstar1
1440,SEAN Marshall,unknown,2021-12-11T21:03:02.000Z,"I booked via Booking.com, mistake!",I booked via Booking.com. A few minutes after I checked the direct price which was £15 less. I emailed over the link and screenshot. They continuously refuse to offer the price match due to different room type. Premier Inn don't use the same room type names a booking.com.I explained that and when I emailed initially all the website details were live and current. It would have been so simple but they continue to be obstuctive and unhelpful.,1,2,en,Bookingstar1
1441,20jay,unknown,2021-12-11T17:24:27.000Z,I will no longer use Booking.com,"I don't use booking often, I actually prefer to book directly with the accommodation. I was so stupid to use booking.com and got my penalty.I booked cheap accommodation because I was only in London for 2 days on business. I didn't have high expectations, a clean bed and toilet in the room would have been enough. I got an accommodation where the bed was not made, everything was old and rotten, the toilet was not flushed, the previous tenant had left his excretions for the non-existent room service. I called the landlord who told me he had declined the confirmed arrival time on the eve of my arrival,his policy would say now afternoon.After long discussions I declined the accommodation and booked another one, again with Booking ... than I did When I got there my payment hadn't arrived, supposedly they wouldn't accept PayPal, so I had to pay again but a 30% higher price.The room I got was in the basement without a window. The entire stay was a disaster.Positive - Booking.com immediately refunded me the PayPal payment that was not acceptedOtherwise, the customer service was unfriendly and not helpful, there was no refund for the first accommodation because the ""new"" policy was invoked. The customer service representative wrote in the chat literally ""I'm tired to explain you the policy""All in all, I paid more for two lousy accommodations than I would have paid for two nights at the Hilton with breakfast.I will no longer use Booking. Hey Booking, get first a proper customer service . !!",1,0,en,Bookingstar1
1442,Linda,unknown,2021-12-11T17:14:06.000Z,Refunds take over a month,"I cancelled a booking within hours of making it, having found alternative accommodation. While they charged me instantly, it took over a month to receive my refund, which I was entitled to given the hotel policy. They also charge an 18 percent fee to the hotels/properties that list with them. So when you can, book with the hotel directly.",1,0,en,Bookingstar1
1443,David Bacon ,unknown,2021-12-11T15:48:44.000Z,Booking dot com might be ok if it…,Booking dot com might be ok if it actually allow as you to sign in. What an awful app. Can’t Sign In with Apple FB or email. Pile of Pooh avoid and use a grown ups app.,1,0,en,Bookingstar1
1444,Stevie Shepherd,unknown,2021-12-11T13:58:50.000Z,Kept my money and can’t take bookings,Been 5 weeks since booking.com has closed my account to complete a verification process. Can’t take any bookings whilst this is happening and they have stopped all my payouts and kept thousands of pounds of MY money. Don’t reply to emails and when you phone just say it’s because covid. Complete disgrace.,1,0,en,Bookingstar1
1445,Jonathan ,unknown,2021-12-11T13:01:42.000Z,Refund issues,"Despite numerous calls that my refund would be processed within '5 business days', my refund has still not landed on my account after a year. Each call to their customer service tells a different story so it is very difficult to believe.",1,0,en,Bookingstar1
1446,Czeslaw Molyn,unknown,2021-12-11T11:43:47.000Z,Booked Basilica Apartments in Gdańsk…,Booked Basilica Apartments in Gdańsk Poland for 3 nights through Booking.com.Was unable to travel due to COVID pandemic and was issued with a voucher valid until end of 2021.Unfortunately my wife became ill and further travel restrictions meant we could not go.Texted the accommodation twice and also sent email to explain my situation but did not receive the courtesy of a reply.Contacted Booking.com who eventually responded after having to been chased for a response that the accommodation would not extend the voucher.Disappointed with the total lack of understanding in these unprecedented times.Happy to take your payment and tough if you can’t go.It would be nice if they could show some flexibility.Can I add the hotel I had also booked in Warsaw replied within two days and were happy to extend the voucher.If anyone is considering booking the Basilica Apartments make sure you have good travel insurance as the accommodation is not flexible to changes.,1,0,en,Bookingstar1
1447,Paul Gallacher,unknown,2021-12-11T08:48:25.000Z,Booked through online via phone,"Booked through online via phone, got to property, the code they sent me was wrong. Rang customer services, got put on hold, been up 19 hours at that time, bloke told me to try another code, didnt work, another code, didnt work, another code, didnt work 5th one finally worked. Ended phone call and went to my room which he said was number 2. Got to room, no key to get in? Never stayed at this type of property before so looked all downstairs but could not find key. Rang customer support yet again, spoke to a lady who didnt seem to understand what I was talking about, this made me more angry but hey, thats life eh? Eventually she understood what had happened and she said to go back outside and on the wall outside was a lockbox with the key inside. She gave me the code and guess what? You got it! It didnt work. By this time I had had enough and asked for a refund and I would go find myself another hotel. Got the email requesting cancellation and waive of charge and found another hotel. I then get an email the following day to say that due to the terms and conditions of the booking I am now NOT entitled to a refund. It doesnt surprise me to be honest so £40 out of pocket due to inept staff. I will never ever use this company again.I noted that after the last call with support that the people who ran the property had been trying to contact me but I was so busy on the phone I did not see this, so no hard feelings to the hotel owners, just to the inept staff at booking.com",1,0,en,Bookingstar1
1448,Prasad shinde,unknown,2021-12-11T08:41:49.000Z,Refund are worst should not believe on…,"Refund are worst should not believe on property or booking.com, even they committed they will change their words. I followed my refund for 2 months and left now. Really feeling frustrated all time the time. Even after commitments they don’t do",1,0,en,Bookingstar1
1449,Simon,unknown,2021-12-11T08:17:11.000Z,Booking.com fails to notify client booked accommodation failed,"Booked accommodation through booking.com, the booking was confirmed with an email. Turned up at the booked accommodation site and was informed by the staff that no booking had been made in my name!",1,0,en,Bookingstar1
1450,Екатерина Резвова,unknown,2021-12-10T21:57:30.000Z,Be ready to gift your money to booking,"Be ready to gift your money to booking! I booked a hotel room with them and for relocated to a different hotel due no a/c working and no water in the room. I received an email from booking that I should pay for me relocation and would be reimbursed in full upon sending them receipt after my stay. Still have been fighting with them and doing their job on providing receipts for the last two days with not much success and only hear we would get back to you, which never happens. My advice would be go for booking with them if you want to gift them your money or you are looking for a long term fight with them in order to get your money as promised.",1,1,en,Bookingstar1
1451,Flor Garcia,unknown,2021-12-10T17:56:42.000Z,Family and I traveled to Florida for a…,Family and I traveled to Florida for a Disney vacation on our way there we stopped and stayed twice at Hampton inns where we booked thru booking.com I had a 50$ Travel credit which was bogus.. wouldn’t let us use it called customer care where the agent just hung up because he seemed lost then we were given a price and charged another I tried reaching out to both the customer care and the property manager and yet no response back.. The stays were amazing but why give one price and be charged another!!! I’d give 1/2 a star if able to geeesh!!!,1,0,en,Bookingstar1
1452,George Zwier,unknown,2021-12-10T12:05:52.000Z,Booking allows false advertising of properties,"Booked a hotel called Hotel Alfa in Basel through booking.com, only to find it wasn't a hotel at all. A hotel has a reception and is not a collection of apartments that you have to wait outside for someone from across town to let you into.Booking.com simply repeated that the place has a no refund or cancellation policy. I would not have cancelled if this place were an actual hotel. This false advertising that booking.com is allowing.App removed and account will be permanently deleted.",1,1,en,Bookingstar1
1453,Kirsty Jones,unknown,2021-12-10T09:15:26.000Z,Do not trust Booking.com,"A hotel over charged me and after weeks of being fobbed off by booking.com I did manage to get hold of the hotel who resolved the issue but only after being lied to countless times by booking.com and being given the contact details of the wrong hotel by them, wasting both mine and the hotel who was trying to sort a problem that was not even theirs out. They act like they are trying to help you but I think as soon as you're off the call/chat they don't actually do anything.",1,1,en,Bookingstar1
1454,John O,unknown,2021-12-10T05:51:17.000Z,Do NOT use booking.com. You have no protection from rouge hosts.,"Booked accommodation for 'The Luxury House' in Nairobi through booking.com. After  payment the host wouldn't answer calls, emails or messages. Contacted booking.com to inform them and they refused to acknowledge that the property was a scam. They stated that the property had cancelled due to unforeseen circumstances, which occurred exactly at the point of payment. The scam property is STILL available on booking.com for the period we were supposed to stay, but booking.com will not remove the property. Basically, some other poor traveller is going to be a victim and booking.com will do nothing about it. We are not £333.13 out of pocket and booking.com said we needed to pay for alternative accommodation, which they picked for us at an extra charge to us. Customer service representative was rude as well. They left a 6 month pregnant women with no accommodation, because we were unable to afford another hotel room.Will NEVER use booking.com again",1,0,en,Bookingstar1
1455,Grace Tan,unknown,2021-12-10T00:53:45.000Z,Refusing to process flight cancellation and refund,Booked a flight with Booking.com and have called customer service over 10x about the refund for a cancelled flight. They keep telling me someone will contact me about my refund but have not heard from them once!! Their customer service support is shocking. It's very frustrating having to repeat the customer number so many times with no resolve. Very mad at this service,1,1,en,Bookingstar1
1456,Howmal Thomas Gor,unknown,2021-12-09T20:33:43.000Z,This site offers 24 hour to departure…,This site offers 24 hour to departure cancellations buyer beware as when I picked this option and then found out later when I went to cancel due to COVID I found that this option from me selecting 24 cancel it was removed and I purchased non refundable I NEVER BOOK IN THIS WAY and who i there right mind would do so with COVID but they got me this time I will never trust this site again and will never use them for my hotels The world will reopen and I will travel again but I will not be using this company,1,2,en,Bookingstar1
1457,James Mcpherson,unknown,2021-12-09T19:08:40.000Z,Booking.com they will handle everything except your refund.,"My wife and I used Booking.com for a wedding we had to attend in Gatlinburg Tennessee. The hotel we picked had a high price tag for the area but the pictures looked fairly good and for a last minute event we went ahead and booked. When we arrived around 11:30 pm and checked in we became instantly suspicious of the property as it looked different than the pictures represented on the site. When we got to the room our suspicion was verified by the absolutely disgusting room both in furnishings and cleanliness so as soon as the office opened back up we canceled the rest of our reservation and found a new hotel. The front desk confirmed they had refunded the money back to Booking.com and it could take up to 30 days to get the money back to my account.This was in October it is now December and Booking.com is barely doing anything to get us our money in the ballpark $600.00  numerous calls have gone with no reply other than they don’t know why our funds haven’t been put back in the account, The hotel will not speak with us because Booking.com is who booked the room not us (I’m sure that’s not true but Booking.com is responsible since they were who we paid). Thanks to Booking.com dragging out the reply process I can’t just contest the charge with my financial institution and to top it all off after we made Booking.com aware of the problems with the hotel, the pictures and other provided information on their site being criminally inaccurate they took down the listing then put it back up a few days later with no real change except a few new reviews.",1,1,en,Bookingstar1
1458,Ivan Bar,unknown,2021-12-09T18:44:52.000Z,booking now is a scam don't fall,"booked a hotel for January,  went on booking.com ,my booking was cancelled without a reason and the reservation was conveniently nonrefundable,  lost 150 pounds and there is nothing they can do! was a client but never again",1,1,en,Bookingstar1
1459,Jess,unknown,2021-12-09T13:49:50.000Z,Removed a review of scam artist and refused to provide a refund for unsafe accommodation!,"Removed a review of scam artist and refused to provide a refund for unsafe accommodation!I booked a stay at the Slateford House Luxury Apartment in Edinburgh back in October. The place cost £992.32 a week which I was only willing to tolerate because, a) that weekend in particular was quite busy and, b) the photos were shot at an angle that made the apartment look habitable. When I got there, the whole apartment (most notably, the kitchen) smelled like a toilet, there was basically no insulation and the bedroom looked rundown and diseased! I genuinely believe that the flat could have a pest problem. Regardless, it looked very easy to break into and not safe for a woman traveling alone.As I had issues with phone battery and later issues with my network reception, I prioritised finding a last minute replacement and messaged both booking.com and the property owner once a more suitable accommodation was found about an hour or so after check-in. I received no response from the property owner and booking.com's customer support team assured me that they would handle this.I tried emailing the property owner the next day and still no response from him.The day after that I was able to get a signal strong enough to make phone calls. When I spoke to the owner, he insisted that he hadn't received any of my messages (both in the app or via email) and that booking.com had not contacted him. He then directed me to speak to booking.com about getting the refund.When I called booking.com, they said that they had tried to get in touch with the property owner but that he wasn't responding to their emails or phone calls. The person I spoke to seemed to understand that this was suspicious and said that this would be escalated to another team. It was maybe a week later (after a several phone calls back and forth) that it became apparent that the matter hadn't been escalated on their end at all.Eventually I received an email from a support agent saying that they would only issue a refund for the first night even though I hadn't spent a single night in the property. I received this email on the day of a flight that I had booked so I quickly wrote an honest review of the ""Luxury"" apartment and contacted the property owner via WhatsApp shortly afterwards. The property owner then told me that because I'd written the review, he would not issue a refund at all. A little later that day, I called Booking.com again to address the email that I received and the property owner's temper tantrum. The customer support agent insisted that no decision had been made about my case and didn't seem to know where the earlier email could have come from. They also agreed that the property owner's behaviour was clearly unacceptable and assured me that this would be taken into account when a final decision was reached.I waited for them to review the case and kept asking for an update. They assured me that a conclusion would be reached within 30 days of when the case was actually escalated.It has now been 30 days and not only has a decision not been reached but today I found that booking.com deleted my review of the property. The property still appears on their website and it is still possible to book a stay at the ""Slateford House Luxury Apartment"" but the review I wrote back in November (and I suspect at least one of the other negative reviews) was removed without notice. When I contacted the customer support team again, they denied that the review had ever been posted (even though there was written evidence to the contrary). From what I can tell, they seem to be actively protecting a rogue landlord who falsely advertised a property that was likely to be unsafe (if not just unhygienic). They also appear to be keeping the money to do who knows what with.I don't think I will be waiting much longer for a response from them at this rate. An ongoing visa dispute has been raised and I will be reporting the matter to the Financial Ombudsman in due course. As this seems to be a clear case of fraud (and not even the first that I've run into on booking.com this year, unfortunately), I will be discussing next steps with my lawyer and will likely involve the police as well.My advice to others: DO NOT under any circumstances use this company! They will waste your time and protect partners who will steal your money. They will mislead you about who has your money at various points in the process and make contradictory statements in order to buy time. Then to top it off, they'll delete all evidence of the fact on their end, allowing their partners to scam others later on. Just a disgrace all around!",1,1,en,Bookingstar1
1460,Keila,unknown,2021-12-09T10:30:17.000Z,AVOID!!! FREE CANCELLATION! SCAM! I DEMAND MY MONEY BACK!,"Such an odd scam! Please be aware! The customer service team is not able to assist and I will go with legal action against it! Basically, I book accommodation on a free cancellation basis, but the hotel overcharged me booking total cost was 604 euros, which the accommodation took almost immediately after I placed the booking. The thing is it was a FREE cancellation policy!!! So I found better accommodation on b.com and cancel the first booking BEFORE the deadline and free of charge!!! To my surprise, they not only charged me in full as also overcharged me 713 euros, for a booking cost of 614 euros on a FREE CANCELLATION POLICY!!! What is wrong with this company? I demand my money back! They told me I had to lease with the property directly, which is pathetic, as I booked it through booking.com and add my card details to YOUR company! Once I argue that they said they will refund me in 30 F DAYS!! which is today, I called and they said the same another 30 days! I just want the refund from my FREE cancellation booking and I demand it immediately! I had waited far too long!",1,2,en,Bookingstar1
1461,Adeel Qureshi,unknown,2021-12-08T21:58:53.000Z,"Supports hotels, neglects customers",This business is is focused on the pleasure and satisfaction of the hotels instead of customers. They have policies in place to protect hotels against cancellations but nothing for customers who have their money stolen from greedy hotels who charge you for your whole stay even though you cancelled. They do not negotiate or help and leave you for dead. Expedia is the best.,1,1,en,Bookingstar1
1462,Fay Myddleton,unknown,2021-12-08T21:15:44.000Z,I will never use this company again,"I will never use this company again. If there was a zero stars I'd use that. Flexible flight tickets is well and good if you wish to pay the same price again to make a change! I wish I'd have gone straight to the air lines but hay ho you live and learn. Trying to get a response from their customer services department has been a joke and I'm still no better off. The phone line keeps going dead, I believe this intentional. Their online complaints system sent me round and round in circles.",1,1,en,Bookingstar1
1463,kashif khan,unknown,2021-12-08T18:51:58.000Z,Listen everyone please don't go with…,Listen everyone please don't go with booking.com OK if you do 7 night or if you want to change your mind for cancelation he charge you one night plus he checked out your whole money for the 7 nights and if you wanna refund  hi  tell you refund will be 10 to 15 business days so please be careful because I did it and right now I talked to the customer service I talked to the property office people he say we have to be giving a riff 10 to 15 days so please be careful for the booking.com if you call the customer service he don't good for to explain everything,1,1,en,Bookingstar1
1464,fran orenstein,unknown,2021-12-08T16:46:59.000Z,To bad I have to give them 1 star,"To bad I have to give them 1 star! The absolute worst travel application I have ever used. You can’t contact them by phone even though they told me I had to. They don’t give you a contact number! When you get human for a number, your option is an international number and you’re paying for it!I could go on and on! But don’t use them if you want to make trouble free travel plans!",1,2,en,Bookingstar1
1465,Kelly Ann Loftus,unknown,2021-12-08T11:19:21.000Z,Took money out my bank for the booking…,Took money out my bank for the booking when it should of been the hotel!! Now denying all knowledge saying it isn’t them!!!!! Fuming Having customer service agents put the phone down on me disgusting customer service,1,1,en,Bookingstar1
1466,Chris Barrell,unknown,2021-12-08T10:41:50.000Z,Had an awful stay at a grotty hotel I…,"Had an awful stay at a grotty hotel I booked through booking.com made a complaint and they only offered a small compensation, when I tried to discuss the issues every member of staff I spoke to speaks over you and talks to you like trash. Will stick to Hotels.com in the future rather than these rip off merchants.",1,1,en,Bookingstar1
1467,Bel Grant,unknown,2021-12-08T04:37:54.000Z,Due to business,"Due to business, I stay in numerous hotels and B&Bs throughout the year, usually via Booking.com. Mostly, my stays are OK ish but I have noticed that the more I use this site to book the more the accommodation rankings don't reflect the stars stated. Often I have been to 9 plus places and found the standards adequate at best. For others a 7 and the service fantastic. My latest encounter is with a 9.5 B&B and I made a few basic and certainly not unreasonable requests, as the site allows when you book a place to stay. The properietor then rang up, and in a hostile tone deterred me from staying after all because he had never received demands like mine: 1. TV remote works, 2. shower has hot water, 3. more than one socket to charge a phone. That sort of thing. Apparently, that made me a fussy diva not worthy of their 9.5 star B&B. Apprently, asking for basic amenities to work was expecting 5 star service they could not or would not provide and I should go elsewhere. Yet comments from those who had stayed mentioned that the proprietors had accommmodated Earl Grey tea and vegan choices. The whole site is a scam. Now I just pinch the names and ring the hotel direct and get a few quid off.",1,0,en,Bookingstar1
1468,Brad keetley,unknown,2021-12-07T23:47:10.000Z,BOOKING.COM ARE CRIMINALS.. DO NOT USE,"I booked my stay threw booking.com, that same day I needed to cancel my stay. I phoned their customer service and they said there was a cancellation fee of $1920.00, but they said that they would send an email to the hotel and ask to waive the fee, she told me it could take up to 24-48 hours for a response. Right after I phoned the hotel to confirm they would waive the fee, the hotel rep said because it was within 24 hours they would absolutely reimburse the total amount I had paid, BUT they said it had NOT been canceled. So I phoned Booking.com again and asked why it hadn't been cancelled, she told me that they were waiting on the confirmation email, and said, if they cancel now I would be charged, and they didn't want that to happen. I told her that I had spoken to the hotel and they said that they needed Booking.com to cancel the booking and they would reimburse in full. I said I understood they would charge me, but I was okay with that. At that point she put me on hold....... after about 5 minutes she came back and told me she was having technical issues, and put me back on hold.... then she comes back and tells me that they cannot cancel the reservation because it is an automated system and they need the confirmation email before cancelling, and said they would send another email and call them. So I phoned the hotel again and asked about the email, and the hotel said that what I was told about the confirmation email needed to be able to cancel was untrue, they lied, trying to take me over the 24 hour limit, and after 24 hours its not a guaranteed reimbursement. The hotel rep at this point spoke to her manager to explain the situation, when she returned she asked if I could go on the app and cancel myself, which I did and she reimburse me in full.",1,2,en,Bookingstar1
1469,iulian goaga,unknown,2021-12-07T20:24:11.000Z,Booking.com a scam,"I have booked initially 3 nights stay in Maldives with an all inclusive package. After couple of days I change my mind and I have had amended my stay from 3 to only 2 nights, but I insisted to keep my all inclusive package. The amended booking was done via Booking.com chat, receiving even a print screen confirmation for changed dates. On the same period another couple of my friends booked on the same resort with us, just for one night, but half board package, the amount paid for it being much less than what I paid. The hotel manager told me at the time that booking.com sent to them for my stay just half board package. A soon as get home I contacted Booking.com, I have tried to explain with solid proof (confirmation emails, print screens, bank statements, etc) but all was for nothing... All they've had to say it was just sorry. I'll apreciate of someone can give me some tips about how to fix this issue.Please be aware when you book a holiday and always keep proof for what you have booked. For me was a very bad experience..",1,1,en,Bookingstar1
1470,Marc Henry,unknown,2021-12-07T19:07:02.000Z,booking not honoured and a new excuse each day why refund not processed,booking not honoured. this was confirmed over a week ago. was expected to book my own replacement rather than it being booked by them. even 8 days later they say they cant refund as they are waiting on confirmation that the booking wasnt honoured although this was already confirmed in writing to me. defo wont book again. stay away worst customer service in the industry and thieves,1,3,en,Bookingstar1
1471,AandH,unknown,2021-12-07T18:22:03.000Z,Do not use for flight bookings,"I love booking.com for booking hotels as a customer. But I will NEVER use them for booking flights ever again. I booked two sets of flights for the UK. When the UK changed their CoVID rules/regulations I called booking.com to ask about my options for cancellation/flight changes. I was told I would receive an email with my options. I was reassured that no changes would be made until I received emails indicating my options, after which I would have to call back to initiate the change. (Why couldn’t I just know my options/costs associated when I called in the first place?)Several days later, the day before my departing flight I received two emails, one for my second set of flights stating that I could move my flights but would need to contact booking.com to confirm, and another email for my first set of flights stating that my departing flight was non-refundable/non-changeable but that a voucher was submitted in my behalf for my return flight. I immediately contacted booking,com and was met with resistance and told there was nothing they could do until they listened to a recording of my prior conversation to confirm that I hadn't asked for the voucher. Once confirmed, they could reverse the voucher request if my flight was still confirmed and it hadn’t been processed. I was very upset. Because at this point, I am getting ready to leave the next day and now wondering if I have a flight back! Mid conversation the customer service rep hung up on me. (I was definitely airing my frustration). So I sent booking.com an email and also tried to reply to the email that was sent, letting me know a voucher request had been submitted. I didn’t hear anything. Nothing good. Nothing bad. So I set off on my departure flight and all was good. But now, here I am off in the UK getting ready to check-in to my flight home, and there is no flight. I call booking.com and they Confirm a voucher has been issued but can’t give me any information on how to use it. I ask to speak to a supervisor. I am told I should call the airline and see if they can reverse the voucher request and get me back on the same flight. If they can’t, ask them how to use my voucher. I’m just livid. Booking.com should have done this in the first place! So I call the airline and they say that booking.com has my voucher information and there is no record of my flight any longer and that the only way the airline can help me is to help me book a new flight, but not with my e voucher because it has to be issued by booking.com. So yet again. I call booking.com. This was my favorite rep who seemed to understand my frustrations of feeling stranded and yet, I am told I have to wait to be contacted by a supervisor which could be up to 24 hours. BUT MY FLIGHT LEAVES IN 24 HOURS!!! I’ve now found myself rebooking the same exact flight through the airline for 2x the original cost, with a wasted unknown e voucher floating somewhere in space, with still zero news from booking.com and how they will remedy this situation. So so disappointed. Never ever ever would I recommend this platform for flight bookings. The headache and money lost is not worth the idea of a slightly cheaper flight. Also. For my second set of flights… understand that a “flexible booking” option does not mean the same as flexible booking directly with the airline. It’s really just an added cost to make you feel like you have more control when in reality, it allows one flight adjustment (you have to know exactly what flight, day and time you want to move it to), and then at that point, you now have a flight with no flexibility. So. It’s not the same as booking directly with the airline. Consider yourself warned. I would hate for anyone to have this kind of experience.",1,0,en,Bookingstar1
1472,JEFF,unknown,2021-12-07T15:09:07.000Z,Booked a car through Bookings.com for…,"Booked a car through Bookings.com for Heathrow Airport. Picked ""Greenmotion"" as the company ... but nowhere does it say that they are over 30 minutes from the airport requiring a $10 bus or $40 taxi!!!!!",1,0,en,Bookingstar1
1473,Jorge Campuzano,unknown,2021-12-07T14:26:48.000Z,No support and no way to grade the providers,"I made a car rental reservation through this webpage, and tried to amend the reservation by a couple of days through the webpage. They didn't reflect it. The car rental company (American Car Rental) did not receive the amendment request, and refused to reimburse me or give me another car. The webpage did nothing to help me. No support. No way to give the company a grade or leave a comment for other customers to know about these situations. Everyone involved blames the other person, meanwhile, the client has nothing to do about it.",1,1,en,Bookingstar1
1474,W. H.,unknown,2021-12-07T14:23:00.000Z,LASTMINUTE.COM has no shame,"Lastminute.com (which booking.com is owned by) is also a complete rip offs....I have been waiting for a refund since December 2020 despite 100s of phones calls and leaving tons of bad reviews but nothing - is there anyone else who can help me, is there any official body that can help customers like me?",1,1,en,Bookingstar1
1475,Jade Hawkins,unknown,2021-12-07T13:12:09.000Z,JUST SHOCKING,"JUST SHOCKING! We booked a hotel in Blackpool which we didnt stop in, we walked in and out! Yes it was that bad Dirty smelly rooms, windows that dont shut, rockhard beds, one pillow for a double bed, dirty bathroom with no toilet paper, black mold in room, paid for breakfast which they dont serve. I can go on and on! After weeks of complaining to booking.com they wont refund the room and arent very helpful at all! They arent just not refunding they are refusing to refund the room!Plus keeping the hotel on their website for other people to book and have the same problem as me In the words of the person I spoke to at booking.com ""it isnt our problem, it's your problem for booking the room"" They have also added they arent bothered what the hotels are like and dont do any checks before they are added to the website So be careful when booking! DONT USE BOOKING.COM!!!!!!! DONT REFUND DONT HELP",1,2,en,Bookingstar1
